Id,"Created At","Updated At",Type,Status,"Steam ID",Exterior,"Trade token",Qty,Amount,Currency,"Amount EUR (Approx.)",Name,"Transaction Id","Item Id"
98226567,"2017-04-04 19:44:37","2017-04-04 19:44:37","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98226660,"2017-04-04 19:45:25","2017-04-04 19:45:25","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98227515,"2017-04-04 19:52:27","2017-04-04 19:52:27","Product Commission",Complete,,,,1,-0.45,EUR,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45163242,50767838
98227516,"2017-04-04 19:52:27","2017-04-04 19:52:27","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45163242,50767838
98227517,"2017-04-04 19:52:27","2017-04-04 19:52:27",Product,Complete,,,,1,4.17,EUR,4.17,"PAYDAY 2 STEAM CD-KEY GLOBAL",45163242,50767838
98230381,"2017-04-04 20:15:27","2017-04-04 20:15:27","Product Commission",Complete,,,,1,-0.54,GBP,-0.64,"Hidden Folks STEAM CD-KEY GLOBAL",45164378,50769135
98230382,"2017-04-04 20:15:27","2017-04-04 20:15:27","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45164378,50769135
98230383,"2017-04-04 20:15:27","2017-04-04 20:15:27",Product,Complete,,,,1,4.96,GBP,5.90,"Hidden Folks STEAM CD-KEY GLOBAL",45164378,50769135
98231421,"2017-04-04 20:23:20","2017-04-04 20:23:20","Product Commission",Complete,,,,1,-0.69,USD,-0.63,"SpeedRunners STEAM CD-KEY GLOBAL",45164772,50769579
98231422,"2017-04-04 20:23:20","2017-04-04 20:23:20","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45164772,50769579
98231423,"2017-04-04 20:23:20","2017-04-04 20:23:20",Product,Complete,,,,1,6.38,USD,5.86,"SpeedRunners STEAM CD-KEY GLOBAL",45164772,50769579
98233452,"2017-04-04 20:40:53","2017-04-04 20:40:53","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98234105,"2017-04-04 20:46:19","2017-04-04 20:46:19","Product Commission",Complete,,,,1,-0.45,EUR,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45165781,50770767
98234106,"2017-04-04 20:46:19","2017-04-04 20:46:19","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45165781,50770767
98234107,"2017-04-04 20:46:19","2017-04-04 20:46:19",Product,Complete,,,,1,4.17,EUR,4.17,"PAYDAY 2 STEAM CD-KEY GLOBAL",45165781,50770767
98238168,"2017-04-04 21:21:12","2017-04-04 21:21:12","Product Commission",Complete,,,,1,-0.62,USD,-0.57,"Crypt of the NecroDancer: AMPLIFIED EARLY ACCESS DLC STEAM CD-KEY GLOBAL",45167317,50772555
98238171,"2017-04-04 21:21:12","2017-04-04 21:21:12","Selected Offer Provision (Boost Price)",Complete,,,,1,-1.15,USD,-1.06,"Crypt of the NecroDancer: AMPLIFIED EARLY ACCESS DLC STEAM CD-KEY GLOBAL",45167317,50772555
98238172,"2017-04-04 21:21:12","2017-04-04 21:21:12","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45167317,50772555
98238173,"2017-04-04 21:21:12","2017-04-04 21:21:12",Product,Complete,,,,1,6.89,USD,6.32,"Crypt of the NecroDancer: AMPLIFIED EARLY ACCESS DLC STEAM CD-KEY GLOBAL",45167317,50772555
98238359,"2017-04-04 21:23:13","2017-04-04 21:23:13","Product Commission",Complete,,,,1,-42.46,ARS,-2.53,"Dishonored 2 STEAM CD-KEY GLOBAL",45166493,50771604
98238360,"2017-04-04 21:23:13","2017-04-04 21:23:13","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45166493,50771604
98238361,"2017-04-04 21:23:13","2017-04-04 21:23:13",Product,Complete,,,,1,393.32,ARS,23.46,"Dishonored 2 STEAM CD-KEY GLOBAL",45166493,50771604
98245717,"2017-04-04 22:46:53","2017-04-04 22:46:53","Product Commission",Complete,,,,1,-0.65,EUR,-0.65,"War for the Overworld STEAM CD-KEY GLOBAL",45170206,50775824
98245718,"2017-04-04 22:46:53","2017-04-04 22:46:53","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45170206,50775824
98245719,"2017-04-04 22:46:53","2017-04-04 22:46:53",Product,Complete,,,,1,5.99,EUR,5.99,"War for the Overworld STEAM CD-KEY GLOBAL",45170206,50775824
98259976,"2017-04-05 02:10:55","2017-04-05 02:10:55","Product Commission",Complete,,,,1,-188.40,JPY,-1.55,"Disgaea 2 PC STEAM CD-KEY GLOBAL",45175979,50782507
98259977,"2017-04-05 02:10:55","2017-04-05 02:10:55","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45175979,50782507
98259978,"2017-04-05 02:10:55","2017-04-05 02:10:55",Product,Complete,,,,1,1741.54,JPY,14.33,"Disgaea 2 PC STEAM CD-KEY GLOBAL",45175979,50782507
98260778,"2017-04-05 02:27:02","2017-04-05 02:27:02","Product Commission",Complete,,,,1,-0.56,AUD,-0.38,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45176327,50782899
98260782,"2017-04-05 02:27:02","2017-04-05 02:27:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45176327,50782899
98260784,"2017-04-05 02:27:02","2017-04-05 02:27:02",Product,Complete,,,,1,5.20,AUD,3.57,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45176327,50782899
98285448,"2017-04-05 10:09:51","2017-04-05 10:09:51","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98289012,"2017-04-05 10:52:44","2017-04-05 10:52:44","Product Commission",Complete,,,,1,-2.26,AUD,-1.55,"Disgaea 2 PC STEAM CD-KEY GLOBAL",45186968,50795650
98289013,"2017-04-05 10:52:44","2017-04-05 10:52:44","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45186968,50795650
98289014,"2017-04-05 10:52:44","2017-04-05 10:52:44",Product,Complete,,,,1,20.86,AUD,14.34,"Disgaea 2 PC STEAM CD-KEY GLOBAL",45186968,50795650
98299317,"2017-04-05 12:38:02","2017-04-05 12:38:02","Product Commission",Complete,,,,1,-0.53,EUR,-0.53,"Democracy 3 STEAM CD-KEY GLOBAL",45190960,50800480
98299318,"2017-04-05 12:38:02","2017-04-05 12:38:02","Selected Offer Provision (Boost Price)",Complete,,,,1,-1.22,EUR,-1.22,"Democracy 3 STEAM CD-KEY GLOBAL",45190960,50800480
98299319,"2017-04-05 12:38:02","2017-04-05 12:38:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45190960,50800480
98299320,"2017-04-05 12:38:02","2017-04-05 12:38:02",Product,Complete,,,,1,6.11,EUR,6.11,"Democracy 3 STEAM CD-KEY GLOBAL",45190960,50800480
98300119,"2017-04-05 12:45:34","2017-04-05 12:45:34","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98300122,"2017-04-05 12:45:39","2017-04-05 12:45:39","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6114703,10597
98300135,"2017-04-05 12:45:46","2017-04-05 12:45:46","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6114700,13215
98314354,"2017-04-05 14:41:40","2017-04-05 14:41:40","Product Commission",Complete,,,,1,-14.97,RUB,-0.24,"Beholder STEAM CD-KEY RU/CIS",45197722,50808574
98314355,"2017-04-05 14:41:40","2017-04-05 14:41:40","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45197722,50808574
98314357,"2017-04-05 14:41:40","2017-04-05 14:41:40",Product,Complete,,,,1,137.10,RUB,2.21,"Beholder STEAM CD-KEY RU/CIS",45197722,50808574
98314749,"2017-04-05 14:44:28","2017-04-05 14:44:28","Product Commission",Complete,,,,1,-1.55,EUR,-1.55,"Master of Orion STEAM CD-KEY GLOBAL",45197838,50808706
98314750,"2017-04-05 14:44:28","2017-04-05 14:44:28","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45197838,50808706
98314751,"2017-04-05 14:44:28","2017-04-05 14:44:28",Product,Complete,,,,1,14.39,EUR,14.39,"Master of Orion STEAM CD-KEY GLOBAL",45197838,50808706
98317926,"2017-04-05 15:09:51","2017-04-05 15:09:51","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98318409,"2017-04-05 15:13:46","2017-04-05 15:13:46","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6114700,13215
98318537,"2017-04-05 15:14:15","2017-04-05 15:14:15","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6061918,6161
98321585,"2017-04-05 15:35:03","2017-04-05 15:35:03","Product Commission",Complete,,,,1,-3.60,AUD,-2.47,"Dishonored 2 STEAM CD-KEY GLOBAL",45200859,50812221
98321589,"2017-04-05 15:35:03","2017-04-05 15:35:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45200859,50812221
98321590,"2017-04-05 15:35:03","2017-04-05 15:35:03",Product,Complete,,,,1,33.27,AUD,22.87,"Dishonored 2 STEAM CD-KEY GLOBAL",45200859,50812221
98321773,"2017-04-05 15:36:20","2017-04-05 15:36:20","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,5946335,52702
98323526,"2017-04-05 15:49:04","2017-04-05 15:49:04","Product Commission",Complete,,,,1,-0.64,EUR,-0.64,"War for the Overworld STEAM CD-KEY GLOBAL",45201555,50813035
98323529,"2017-04-05 15:49:04","2017-04-05 15:49:04","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45201555,50813035
98323530,"2017-04-05 15:49:04","2017-04-05 15:49:04",Product,Complete,,,,1,5.89,EUR,5.89,"War for the Overworld STEAM CD-KEY GLOBAL",45201555,50813035
98324500,"2017-04-05 15:56:02","2017-04-05 15:56:02","Product Commission",Complete,,,,1,-2.68,PLN,-0.63,"Depth STEAM CD-KEY GLOBAL",45201909,50813458
98324504,"2017-04-05 15:56:02","2017-04-05 15:56:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45201909,50813458
98324505,"2017-04-05 15:56:02","2017-04-05 15:56:02",Product,Complete,,,,1,24.60,PLN,5.82,"Depth STEAM CD-KEY GLOBAL",45201909,50813458
98332942,"2017-04-05 16:59:03","2017-04-05 16:59:03","Product Commission",Complete,,,,1,-2.18,USD,-2.00,"F1 2016 STEAM CD-KEY GLOBAL",45205815,50817976
98332946,"2017-04-05 16:59:03","2017-04-05 16:59:03","Selected Offer Provision (Boost Price)",Complete,,,,1,-2.02,USD,-1.85,"F1 2016 STEAM CD-KEY GLOBAL",45205815,50817976
98332948,"2017-04-05 16:59:03","2017-04-05 16:59:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45205815,50817976
98332949,"2017-04-05 16:59:03","2017-04-05 16:59:03",Product,Complete,,,,1,22.17,USD,20.35,"F1 2016 STEAM CD-KEY GLOBAL",45205815,50817976
98333580,"2017-04-05 17:04:13","2017-04-05 17:04:13","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98333582,"2017-04-05 17:04:17","2017-04-05 17:04:17","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98333943,"2017-04-05 17:06:45","2017-04-05 17:06:45","Product Commission",Complete,,,,1,-161.07,HUF,-0.51,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45206282,50818507
98333944,"2017-04-05 17:06:45","2017-04-05 17:06:45","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45206282,50818507
98333945,"2017-04-05 17:06:45","2017-04-05 17:06:45",Product,Complete,,,,1,1483.67,HUF,4.74,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45206282,50818507
98336737,"2017-04-05 17:26:30","2017-04-05 17:26:30","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6129357,14117
98336739,"2017-04-05 17:26:33","2017-04-05 17:26:33","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98336904,"2017-04-05 17:27:25","2017-04-05 17:27:25","Product Commission",Complete,,,,1,-53.24,JPY,-0.44,"PAYDAY 2 STEAM CD-KEY GLOBAL",45207480,50819921
98336905,"2017-04-05 17:27:25","2017-04-05 17:27:25","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45207480,50819921
98336906,"2017-04-05 17:27:25","2017-04-05 17:27:25",Product,Complete,,,,1,493.34,JPY,4.06,"PAYDAY 2 STEAM CD-KEY GLOBAL",45207480,50819921
98338474,"2017-04-05 17:38:12","2017-04-05 17:38:12","Product Commission",Complete,,,,1,-0.48,USD,-0.44,"PAYDAY 2 STEAM CD-KEY GLOBAL",45207992,50820526
98338476,"2017-04-05 17:38:12","2017-04-05 17:38:12","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45207992,50820526
98338477,"2017-04-05 17:38:12","2017-04-05 17:38:12",Product,Complete,,,,1,4.45,USD,4.08,"PAYDAY 2 STEAM CD-KEY GLOBAL",45207992,50820526
98339797,"2017-04-05 17:47:22","2017-04-05 17:47:22","Product Commission",Complete,,,,1,-0.45,GBP,-0.53,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45208748,50821402
98339799,"2017-04-05 17:47:22","2017-04-05 17:47:22","Selected Offer Provision (Boost Price)",Complete,,,,1,-1.03,GBP,-1.22,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45208748,50821402
98339800,"2017-04-05 17:47:22","2017-04-05 17:47:22","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45208748,50821402
98339801,"2017-04-05 17:47:22","2017-04-05 17:47:22",Product,Complete,,,,1,5.14,GBP,6.11,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45208748,50821402
98340259,"2017-04-05 17:50:40","2017-04-05 17:50:40","Product Commission",Complete,,,,1,-0.55,GBP,-0.65,"War for the Overworld STEAM CD-KEY GLOBAL",45208944,50821646
98340260,"2017-04-05 17:50:40","2017-04-05 17:50:40","Selected Offer Provision (Boost Price)",Complete,,,,1,-1.01,GBP,-1.20,"War for the Overworld STEAM CD-KEY GLOBAL",45208944,50821646
98340261,"2017-04-05 17:50:40","2017-04-05 17:50:40","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45208944,50821646
98340262,"2017-04-05 17:50:40","2017-04-05 17:50:40",Product,Complete,,,,1,6.07,GBP,7.22,"War for the Overworld STEAM CD-KEY GLOBAL",45208944,50821646
98342348,"2017-04-05 18:05:02","2017-04-05 18:05:02","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98342789,"2017-04-05 18:08:46","2017-04-05 18:08:46","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98342883,"2017-04-05 18:09:04","2017-04-05 18:09:04","Product Commission",Complete,,,,1,-2.68,PLN,-0.63,"Depth STEAM CD-KEY GLOBAL",45210029,50822898
98342887,"2017-04-05 18:09:04","2017-04-05 18:09:04","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45210029,50822898
98342888,"2017-04-05 18:09:04","2017-04-05 18:09:04",Product,Complete,,,,1,24.60,PLN,5.82,"Depth STEAM CD-KEY GLOBAL",45210029,50822898
98342964,"2017-04-05 18:09:48","2017-04-05 18:09:48","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98342966,"2017-04-05 18:09:53","2017-04-05 18:09:53","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98343285,"2017-04-05 18:12:13","2017-04-05 18:12:13","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6061918,6161
98343428,"2017-04-05 18:13:33","2017-04-05 18:13:33","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6114699,440
98343579,"2017-04-05 18:14:43","2017-04-05 18:14:43","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98344105,"2017-04-05 18:19:02","2017-04-05 18:19:02","Product Commission",Complete,,,,1,-1.91,PLN,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45210439,50823388
98344106,"2017-04-05 18:19:02","2017-04-05 18:19:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45210439,50823388
98344107,"2017-04-05 18:19:02","2017-04-05 18:19:02",Product,Complete,,,,1,17.72,PLN,4.19,"PAYDAY 2 STEAM CD-KEY GLOBAL",45210439,50823388
98345058,"2017-04-05 18:25:41","2017-04-05 18:25:41","Product Commission",Complete,,,,1,-0.44,USD,-0.40,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45210933,50823974
98345059,"2017-04-05 18:25:41","2017-04-05 18:25:41","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45210933,50823974
98345060,"2017-04-05 18:25:41","2017-04-05 18:25:41",Product,Complete,,,,1,4.05,USD,3.72,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45210933,50823974
98346539,"2017-04-05 18:36:09","2017-04-05 18:36:09","Product Commission",Complete,,,,1,-0.39,GBP,-0.46,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211561,50824711
98346540,"2017-04-05 18:36:09","2017-04-05 18:36:09","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45211561,50824711
98346541,"2017-04-05 18:36:09","2017-04-05 18:36:09",Product,Complete,,,,1,3.58,GBP,4.26,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211561,50824711
98346621,"2017-04-05 18:36:51","2017-04-05 18:36:51","Product Commission",Complete,,,,1,-0.45,EUR,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211555,50824704
98346622,"2017-04-05 18:36:51","2017-04-05 18:36:51","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45211555,50824704
98346623,"2017-04-05 18:36:51","2017-04-05 18:36:51",Product,Complete,,,,1,4.17,EUR,4.17,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211555,50824704
98347132,"2017-04-05 18:41:02","2017-04-05 18:41:02","Product Commission",Complete,,,,1,-0.39,GBP,-0.46,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211857,50825045
98347134,"2017-04-05 18:41:02","2017-04-05 18:41:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45211857,50825045
98347135,"2017-04-05 18:41:02","2017-04-05 18:41:02",Product,Complete,,,,1,3.58,GBP,4.26,"PAYDAY 2 STEAM CD-KEY GLOBAL",45211857,50825045
98350522,"2017-04-05 19:06:22","2017-04-05 19:06:22","Product Commission",Complete,,,,1,-0.35,GBP,-0.42,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45213283,50826697
98350523,"2017-04-05 19:06:22","2017-04-05 19:06:22","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45213283,50826697
98350524,"2017-04-05 19:06:22","2017-04-05 19:06:22",Product,Complete,,,,1,3.25,GBP,3.86,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45213283,50826697
98351880,"2017-04-05 19:16:23","2017-04-05 19:16:23","Product Commission",Complete,,,,1,-0.45,EUR,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45213618,50827112
98351881,"2017-04-05 19:16:23","2017-04-05 19:16:23","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45213618,50827112
98351882,"2017-04-05 19:16:23","2017-04-05 19:16:23",Product,Complete,,,,1,4.17,EUR,4.17,"PAYDAY 2 STEAM CD-KEY GLOBAL",45213618,50827112
98357019,"2017-04-05 19:57:03","2017-04-05 19:57:03","Product Commission",Complete,,,,1,-0.45,EUR,-0.45,"PAYDAY 2 STEAM CD-KEY GLOBAL",45215941,50829826
98357022,"2017-04-05 19:57:03","2017-04-05 19:57:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45215941,50829826
98357023,"2017-04-05 19:57:03","2017-04-05 19:57:03",Product,Complete,,,,1,4.17,EUR,4.17,"PAYDAY 2 STEAM CD-KEY GLOBAL",45215941,50829826
98358998,"2017-04-05 20:14:05","2017-04-05 20:14:05","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98359556,"2017-04-05 20:19:14","2017-04-05 20:19:14","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98359557,"2017-04-05 20:19:14","2017-04-05 20:19:14","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98359568,"2017-04-05 20:19:22","2017-04-05 20:19:22","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98359675,"2017-04-05 20:20:31","2017-04-05 20:20:31","Auction Commission",Complete,,,,1,-0.15,EUR,-0.15,,6114700,13215
98360444,"2017-04-05 20:27:44","2017-04-05 20:27:44","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6114700,13215
98360863,"2017-04-05 20:31:03","2017-04-05 20:31:03","Product Commission",Complete,,,,1,-0.48,USD,-0.44,"PAYDAY 2 STEAM CD-KEY GLOBAL",45217622,50831707
98360864,"2017-04-05 20:31:03","2017-04-05 20:31:03","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45217622,50831707
98360865,"2017-04-05 20:31:03","2017-04-05 20:31:03",Product,Complete,,,,1,4.45,USD,4.08,"PAYDAY 2 STEAM CD-KEY GLOBAL",45217622,50831707
98361606,"2017-04-05 20:36:52","2017-04-05 20:36:52","Product Commission",Complete,,,,1,-0.48,USD,-0.44,"PAYDAY 2 STEAM CD-KEY GLOBAL",45217876,50832007
98361607,"2017-04-05 20:36:52","2017-04-05 20:36:52","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45217876,50832007
98361608,"2017-04-05 20:36:52","2017-04-05 20:36:52",Product,Complete,,,,1,4.45,USD,4.08,"PAYDAY 2 STEAM CD-KEY GLOBAL",45217876,50832007
98362020,"2017-04-05 20:40:02","2017-04-05 20:40:02","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6129357,14117
98362500,"2017-04-05 20:44:01","2017-04-05 20:44:01","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98362514,"2017-04-05 20:44:03","2017-04-05 20:44:03","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,5026622,40449
98363722,"2017-04-05 20:54:52","2017-04-05 20:54:52","Product Commission",Complete,,,,1,-0.31,GBP,-0.37,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218705,50832943
98363723,"2017-04-05 20:54:52","2017-04-05 20:54:52","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45218705,50832943
98363724,"2017-04-05 20:54:52","2017-04-05 20:54:52",Product,Complete,,,,1,2.87,GBP,3.41,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218705,50832943
98363945,"2017-04-05 20:56:17","2017-04-05 20:56:17","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6129357,14117
98364029,"2017-04-05 20:56:55","2017-04-05 20:56:55","Product Commission",Complete,,,,1,-0.38,USD,-0.35,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218805,50833061
98364032,"2017-04-05 20:56:55","2017-04-05 20:56:55","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45218805,50833061
98364033,"2017-04-05 20:56:55","2017-04-05 20:56:55",Product,Complete,,,,1,3.58,USD,3.29,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218805,50833061
98364088,"2017-04-05 20:57:23","2017-04-05 20:57:23","Auction Price Change",Complete,,,,1,-0.15,EUR,-0.15,,6117311,27698
98364184,"2017-04-05 20:58:42","2017-04-05 20:58:42","Product Commission",Complete,,,,1,-0.96,EUR,-0.96,"Don't Starve Together STEAM CD-KEY GLOBAL",45218890,50833157
98364185,"2017-04-05 20:58:42","2017-04-05 20:58:42","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45218890,50833157
98364186,"2017-04-05 20:58:42","2017-04-05 20:58:42",Product,Complete,,,,1,8.89,EUR,8.89,"Don't Starve Together STEAM CD-KEY GLOBAL",45218890,50833157
98364402,"2017-04-05 21:00:23","2017-04-05 21:00:23","Product Commission",Complete,,,,1,-0.38,USD,-0.35,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218954,50833235
98364405,"2017-04-05 21:00:23","2017-04-05 21:00:23","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45218954,50833235
98364407,"2017-04-05 21:00:23","2017-04-05 21:00:23",Product,Complete,,,,1,3.58,USD,3.29,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45218954,50833235
98368599,"2017-04-05 21:40:52","2017-04-05 21:40:52","Product Commission",Complete,,,,1,-0.50,EUR,-0.50,"Headlander STEAM CD-KEY GLOBAL",45220536,50835017
98368600,"2017-04-05 21:40:52","2017-04-05 21:40:52","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45220536,50835017
98368601,"2017-04-05 21:40:52","2017-04-05 21:40:52",Product,Complete,,,,1,4.59,EUR,4.59,"Headlander STEAM CD-KEY GLOBAL",45220536,50835017
98374875,"2017-04-05 22:52:08","2017-04-05 22:52:08","Product Commission",Complete,,,,1,-1.03,USD,-0.95,"Don't Starve Together STEAM CD-KEY GLOBAL",45223112,50837940
98374876,"2017-04-05 22:52:08","2017-04-05 22:52:08","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45223112,50837940
98374877,"2017-04-05 22:52:08","2017-04-05 22:52:08",Product,Complete,,,,1,9.49,USD,8.71,"Don't Starve Together STEAM CD-KEY GLOBAL",45223112,50837940
98379344,"2017-04-05 23:54:02","2017-04-05 23:54:02","Product Commission",Complete,,,,1,-0.38,USD,-0.35,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45224964,50840098
98379347,"2017-04-05 23:54:02","2017-04-05 23:54:02","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45224964,50840098
98379348,"2017-04-05 23:54:02","2017-04-05 23:54:02",Product,Complete,,,,1,3.58,USD,3.29,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45224964,50840098
98381501,"2017-04-06 00:26:29","2017-04-06 00:26:29","Product Commission",Complete,,,,1,-0.48,USD,-0.44,"PAYDAY 2 STEAM CD-KEY GLOBAL",45225873,50841144
98381502,"2017-04-06 00:26:29","2017-04-06 00:26:29","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45225873,50841144
98381503,"2017-04-06 00:26:29","2017-04-06 00:26:29",Product,Complete,,,,1,4.45,USD,4.08,"PAYDAY 2 STEAM CD-KEY GLOBAL",45225873,50841144
98383199,"2017-04-06 00:53:22","2017-04-06 00:53:22","Product Commission",Complete,,,,4,-1.54,USD,-1.41,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45226531,50841924
98383200,"2017-04-06 00:53:22","2017-04-06 00:53:22","Successful Transaction Fee",Complete,,,,1,-0.35,EUR,-0.35,,45226531,50841924
98383201,"2017-04-06 00:53:22","2017-04-06 00:53:22",Product,Complete,,,,4,14.31,USD,13.13,"Golf With Your Friends EARLY ACCESS STEAM CD-KEY GLOBAL",45226531,50841924
